,year,quarter,title,studio,castcrew,link_en
6,1992,Q2,The Player,Fine Line Features,"Robert Altman (director); Michael Tolkin (screenplay); Tim Robbins, Greta Scacchi, Fred Ward, Whoopi Goldberg, Peter Gallagher, Brion James, Cynthia Stevenson, Vincent D'Onofrio, Dean Stockwell, Richard E. Grant, Sydney Pollack, Lyle Lovett, Dina Merrill, Angela Hall, Leah Ayres, Paul Hewitt, Randall Batinkoff, Jeremy Piven, Gina Gershon, Frank Barhydt, Mike E. Kaplan, Susan Emshwiller, Brian Brophy, Michael Tolkin, Stephen Tolkin, Natalie Strong, Peter Koch, Pamela Bowen, Jeff Weston, Steve Allen, Richard Anderson, René Auberjonois, Harry Belafonte, Shari Belafonte, Karen Black, Michael Bowen, Gary Busey, Robert Carradine, Charles Champlin, Cher, James Coburn, Cathy Lee Crosby, John Cusack, Brad Davis, Paul Dooley, Thereza Ellis, Peter Falk, Felicia Farr, Kasia Figura, Louise Fletcher, Dennis Franz, Teri Garr, Leeza Gibbons, Scott Glenn, Jeff Goldblum, Elliott Gould, Joel Grey, David Alan Grier, Buck Henry, Anjelica Huston, Kathy Ireland, Steve James, Maxine John-James, Sally Kellerman, Sally Kirkland, Jack Lemmon, Marlee Matlin, Andie MacDowell, Malcolm McDowell, Jayne Meadows, Martin Mull, Jennifer Nash, Nick Nolte, Alexandra Powers, Bert Remsen, Guy Remsen, Patricia Resnick, Burt Reynolds, Jack Riley, Julia Roberts, Mimi Rogers, Annie Ross, Alan Rudolph, Jill St. John, Susan Sarandon, Adam Simon, Rod Steiger, Joan Tewkesbury, Brian Tochi, Lily Tomlin, Robert Wagner, Ray Walston, Bruce Willis, Marvin Young, Ned Bellamy, Althea Gibson, Jack Jason, James McLindon, Ritchie Montgomery, Derek Raser, Scott Shaw, Patrick Swayze, Marina Zenovich",/wiki/The_Player_(1992_film)
7,1992,Q2,Sleepwalkers,Columbia Pictures / Ion Pictures,"Mick Garris (director); Stephen King (screenplay); Brian Krause, Mädchen Amick, Alice Krige, Lyman Ward, Cindy Pickett, Ron Perlman, Jim Haynie, Dan Martin, Lucy Boryer, Glenn Shadix, Stephen King, John Landis, Joe Dante, Clive Barker, Tobe Hooper, Mark Hamill",/wiki/Sleepwalkers_(film)
8,1992,Q2,The Babe,Universal Pictures,"Arthur Hiller (director); John Fusco (screenplay); John Goodman, Kelly McGillis, Trini Alvarado, Bruce Boxleitner, Peter Donat, James Cromwell, J.C. Quinn, Joseph Ragno, Richard Tyson, Ralph Marrero, Bob Swan, Bernard Kates, Michael McGrady, Danny Goldring, Guy Barile, Bernie Gigliotti, Ian McCabe, W. Earl Brown, Thom C. Simmons, Rick Reardon, Randy Steinmeyer, Wayne Messmer, Larry Cedar, Michael Kendall, Harry Hutchinson, Irma P. Hall, Stephen Caffrey",/wiki/The_Babe
9,1992,Q2,Brain Donors,Paramount Pictures,"Dennis Dugan (director); Pat Proft (screenplay); John Turturro, Bob Nelson, Mel Smith, George de la Pena, John Savident, Nancy Marchand, Juliana Donald, Spike Alexander, Teri Copley",/wiki/Brain_Donors
10,1992,Q2,City of Joy,TriStar Pictures,"Roland Joffé (director); Mark Medoff (screenplay); Patrick Swayze, Om Puri, Pauline Collins, Shabana Azmi, Art Malik, Vishal Slathia, Anashua Majumdar, Ayesha Dharker, Santu Chowdhury, Imran Badsah Khan, Shyamanand Jalan, Anjan Dutt, Nabil Shaban, Sanjay Pathak, Debatosh Ghosh, Sunita Sengupta, Loveleen Mishra, Pavan Malhotra, Iftekhar",/wiki/City_of_Joy_(film)
11,1992,Q2,Deep Cover,New Line Cinema,"Bill Duke (director); Michael Tolkin, Henry Bean (screenplay); Larry Fishburne, Jeff Goldblum, Charles Martin Smith, Victoria Dillard, Gregory Sierra, Glynn Turman, Clarence Williams III, Roger Guenveur Smith, Kamala Lopez, Jaime Cardriche, Sandra Gould, Sydney Lassick, Julio Oscar Mechoso, Clifton Powell",/wiki/Deep_Cover
12,1992,Q2,A Midnight Clear,Beacon Pictures,"Keith Gordon (director/screenplay); Ethan Hawke, Gary Sinise, Peter Berg, Kevin Dillon, Arye Gross, Frank Whaley, John C. McGinley, David Jensen, Larry Joshua, Curt Lowens, Rachel Griffin, Timothy Shoemaker",/wiki/A_Midnight_Clear
13,1992,Q2,Highway 61,Shadow Shows Incorporated,"Bruce McDonald (director/screenplay); Don McKellar, Allan Magee (screenplay); Don McKellar, Valerie Buhagiar, Earl Pastko, Peter Breck, Steve Fall, Tav Falco, Jello Biafra, Art Bergmann",/wiki/Highway_61_(film)
14,1992,Q2,Passed Away,Hollywood Pictures,"Charlie Peters (director/screenplay); Bob Hoskins, Blair Brown, Tim Curry, Frances McDormand, William Petersen, Pamela Reed, Peter Riegert, Maureen Stapleton, Nancy Travis, Jack Warden, Don Brockett, Patricia O'Connell, Louis Mustillo, Ann Shea, Sara Rue, Deborah Rush, Patrick Breen, Teri Polo, Jayce Bartók, Dylan Baker, Jim Corr, Dan Futterman",/wiki/Passed_Away_(film)
15,1992,Q2,White Sands,Warner Bros. Pictures / Morgan Creek Productions,"Roger Donaldson (director); Daniel Pyne (screenplay); Willem Dafoe, Mary Elizabeth Mastrantonio, Mickey Rourke, Samuel L. Jackson, M. Emmet Walsh, James Rebhorn, Maura Tierney, Beth Grant, Mimi Rogers",/wiki/White_Sands_(film)
16,1992,Q2,Year of the Comet,Columbia Pictures / Castle Rock Entertainment,"Peter Yates (director); William Goldman (screenplay); Tim Daly, Penelope Ann Miller, Louis Jourdan, Ian Richardson, Nick Brimble, Shane Rimmer, Timothy Bentinck",/wiki/Year_of_the_Comet
17,1992,Q2,Folks!,20th Century Fox,"Ted Kotcheff (director); Robert Klane (screenplay); Tom Selleck, Don Ameche, Anne Jackson, Christine Ebersole, Wendy Crewson, Michael Murphy, Robert Pastorelli, Jon Favreau",/wiki/Folks!
18,1992,Q2,K2,Paramount Pictures,"Franc Roddam (director); Patrick Meyers, Scott Roberts (screenplay); Michael Biehn, Matt Craven, Raymond J. Barry, Luca Bercovici, Patricia Charbonneau, Julia Nickson-Soul, David Cubitt, Hiroshi Fujioka, Jamal Shah",/wiki/K2_(film)
19,1992,Q2,Live Wire,New Line Cinema,"Christian Duguay (director); Bart Baker (screenplay); Pierce Brosnan, Ron Silver, Ben Cross, Lisa Eilbacher, Tony Plana, Al Waxman, Brent Jennings, Philip Baker Hall, Norman Burton, Lauren Holly",/wiki/Live_Wire_(film)
20,1992,Q2,Night on Earth,Fine Line Features / Pandora Cinema,"Jim Jarmusch (director/screenplay); Winona Ryder, Gena Rowlands, Giancarlo Esposito, Armin Mueller-Stahl, Rosie Perez, Isaach De Bankole, Beatrice Dalle, Emile Abossolo M'Bo, Pascal N'Zonzi, Roberto Benigni, Paolo Bonacelli, Matti Pellonpaa, Kari Vaananen, Sakari Kuosmanen, Tomi Salmela",/wiki/Night_on_Earth
21,1992,Q2,Split Second,Astro Distribution,"Tony Maylam, Ian Sharp (directors); Gary Scott Thompson (screenplay); Rutger Hauer, Kim Cattrall, Neil Duncan, Michael J. Pollard, Alun Armstrong, Pete Postlethwaite, Ian Dury, Roberta Eaton, Tony Steedman, Steven Hartley, Sara Stockbridge",/wiki/Split_Second_(1992_film)
22,1992,Q2,Big Girls Don't Cry... They Get Even,New Line Cinema,"Joan Micklin Silver (director); Mark Goddard (screenplay); Hillary Wolf, Griffin Dunne, Patricia Kalember, Jenny Lewis, Ben Savage, Adrienne Shelly, Dan Futterman, Margaret Whitton, David Strathairn, Trenton Teigen, Jessica Seely",/wiki/Big_Girls_Don%27t_Cry..._They_Get_Even
23,1992,Q2,CrissCross,Metro-Goldwyn-Mayer,"Chris Menges (director); Scott Sommer (screenplay); Goldie Hawn, Arliss Howard, David Arnott, Steve Buscemi, Keith Carradine, James Gammon",/wiki/CrissCross
24,1992,Q2,One False Move,I.R.S. Records,"Carl Franklin (director); Billy Bob Thornton, Tom Epperson (screenplay); Bill Paxton, Cynda Williams, Michael Beach, Billy Bob Thornton, Jim Metzler, Earl Billings, Jimmy Bridges",/wiki/One_False_Move
25,1992,Q2,Poison Ivy,New Line Cinema,"Katt Shea (director); Andy Ruben, Katt Shea (screenplay); Drew Barrymore, Sara Gilbert, Tom Skerritt, Cheryl Ladd, Jeanne Sakata, Leonardo DiCaprio, Billy Zane",/wiki/Poison_Ivy_(1992_film)
26,1992,Q2,The Waterdance,The Samuel Goldwyn Company,"Neal Jimenez, Michael Steinberg (directors); Neal Jimenez (screenplay); Helen Hunt, Eric Stoltz, Wesley Snipes, William Forsythe, Elizabeth Peña, Grace Zabriskie, Kimberly Scott, William Allen Young",/wiki/The_Waterdance
27,1992,Q2,Lethal Weapon 3,Warner Bros. Pictures / Silver Pictures,"Richard Donner (director); Jeffrey Boam, Robert Mark Kamen (screenplay); Mel Gibson, Danny Glover, Joe Pesci, Rene Russo, Stuart Wilson, Steve Kahan, Darlene Love, Ebonie Smith, Nick Chinlund, Alan Scarfe, Mary Ellen Trainor, Delores Hall, Gregory Millar, Andrew Hill Newman, Traci Wolfe, Damon Hines, Jason Rainwater, Mark Pellegrino",/wiki/Lethal_Weapon_3
28,1992,Q2,Alien 3,20th Century Fox,"David Fincher (director); David Giler, Walter Hill, Larry Ferguson (screenplay); Sigourney Weaver, Charles S. Dutton, Charles Dance, Lance Henriksen, Pete Postlethwaite, Holt McCallany, Paul McGann, Danny Webb, Brian Glover, Ralph Brown, Peter Guinness, Christopher Fairbank, Phil Davis, Vincenzo Nicoli, Leon Herbert, Christopher John Fields, Niall Buggy, Clive Mantle, DeObia Oparei",/wiki/Alien_3
29,1992,Q2,Encino Man,Hollywood Pictures,"Les Mayfield (director); George Zaloom, Shawn Schepps (screenplay); Sean Astin, Brendan Fraser, Pauly Shore, Megan Ward, Michael DeLuise, Patrick Van Horn, Dalton James, Rick Ducommun, Jonathan Quan, Rose McGowan, Michole White, Mariette Hartley, Richard Masur, Ellen Blain, Sandra Hess, Mike Diamente, Erick Avari, Gerry Bednob, Allen Russell, Infectious Grooves",/wiki/Encino_Man
30,1992,Q2,Far and Away,Universal Pictures / Imagine Entertainment,"Ron Howard (director); Bob Dolman (screenplay); Tom Cruise, Nicole Kidman, Thomas Gibson, Robert Prosky, Barbara Babcock, Cyril Cusack, Eileen Pollock, Colm Meaney, Michelle Johnson, Clint Howard, Rance Howard, Niall Tóibín, James Jude Courtney",/wiki/Far_and_Away
31,1992,Q2,The Adjuster,Orion Classics,"Atom Egoyan (director/screenplay); Elias Koteas, Arsinee Khanjian, Maury Chaykin, Gabrielle Rose, Jennifer Dale, David Hemblen, Rose Sarkisyan, Armen Kokorian, Jacqueline Samuda, Gerard Parkes, Patricia Collins, Don McKellar, John Gilbert, Stephen Ouimette, Raoul Trujillo",/wiki/The_Adjuster
32,1992,Q2,Cold Heaven,Hemdale Film Corporation,"Nicolas Roeg (director); Allan Scott (screenplay); Theresa Russell, Mark Harmon, James Russo, Julie Carmen, Seymour Cassel, Diana Douglas, Talia Shire, Will Patton, Castulo Guerra",/wiki/Cold_Heaven_(film)
33,1992,Q2,Sister Act,Touchstone Pictures,"Emile Ardolino (director); Paul Rudnick (screenplay); Whoopi Goldberg, Maggie Smith, Harvey Keitel, Bill Nunn, Mary Wickes, Kathy Najimy, Wendy Makkena, Joseph Maher, Robert Miranda, Richard Portnow, Rose Parenti, Jim Beaver, Jenifer Lewis, Charlotte Crossley, A.J. Johnson, Lois de Banzie, Max Grodénchik, Joseph G. Medalis, Michael Durrell, Toni Kalem, Eugene Greytak, Isis Carmen Jones, Andrea Robinson, Ellen Albertini Dow, Carmen Zapata, Pat Crawford Brown, Prudence Wright Holmes, Georgia Creighton, Susan Johnson, Ruth Kobart, Susan Browning, Darlene Koldenhoven, Sheri Izzard, Edith Diaz, Beth Fowler",/wiki/Sister_Act
34,1992,Q2,Afterburn,HBO Pictures,"Robert Markowitz (director); Elizabeth Chandler (screenplay); Laura Dern, Robert Loggia, Vincent Spano, Michael Rooker, Welker White, Richard Jenkins, Andy Romano, Basil Wallace, Gary Basaraba, Dion Anderson, Kasi Lemmons, Daniel Benzali, Cassy Friel, Christopher John Fields, Lewis Dix Jr., Matthew Posey, David Warshofsky, Stephen Burleigh, Paul Perri, Ron Frazier, Pierre Epstein, Richard Fancy, Walter Addison, Peter Jason, Ryan Cutrona, Marjorie Harris, Todd Jeffries, Jeffrey King, Jane Marla Robbins, Jessica Russell",/wiki/Afterburn_(film)
35,1992,Q2,Class Act,Warner Bros. Pictures,"Randall Miller (director); Cynthia Friedlob, John Semper, Michael Swerdlick, Richard Brenne, Wayne Allan Rice (screenplay); Christopher ""Kid"" Reid, Christopher ""Play"" Martin, Karyn Parsons, Thomas Mikal Ford, Rick Ducommun, Alysia Rogers, Andre Rosey Brown, David Basulto, Doug E. Doug, George Alvarez, Lamont Johnson, Loretta Devine, Mariann Aalda, Meshach Taylor, Michael Whaley, Patricia Fraser, Pauly Shore, Raye Birk, Reginald Ballard, Simply Marvelous, John Hostetter, Lance Crouther, Rhea Perlman, Sam McMurray, Baldwin C. Sykes",/wiki/Class_Act
36,1992,Q2,Patriot Games,Paramount Pictures,"Phillip Noyce (director); W. Peter Iliff, Donald E. Stewart, Steven Zaillian (screenplay); Harrison Ford, Anne Archer, Patrick Bergin, Sean Bean, Thora Birch, James Fox, Ellen Geer, Samuel L. Jackson, Polly Walker, J.E. Freeman, James Earl Jones, Richard Harris, Alex Norton, Hugh Fraser, Alun Armstrong, David Threlfall, Andrew Connolly, Jonathan Ryan",/wiki/Patriot_Games_(film)
37,1992,Q2,Housesitter,Universal Pictures / Imagine Entertainment,"Frank Oz (director); Mark Stein (screenplay); Steve Martin, Goldie Hawn, Dana Delany, Julie Harris, Donald Moffat, Peter MacNicol, Richard B. Shull, Ken Cheeseman, Laurel Cronin, Roy Cooper, Christopher Durang",/wiki/Housesitter
38,1992,Q2,Batman Returns,Warner Bros. Pictures,"Tim Burton (director); Daniel Waters (screenplay); Michael Keaton, Danny DeVito, Michelle Pfeiffer, Christopher Walken, Michael Gough, Pat Hingle, Michael Murphy, Vincent Schiavelli, Andrew Bryniarski, Cristi Conaway, Steve Witting, Jan Hooks, John Strong, Rick Zumwalt, Anna Katarina, Gregory Scott Cummins, Erika Andersch, Travis McKenna, Doug Jones, Branscombe Richmond, Paul Reubens, Diane Salinger, Sean Whalen, Steven Brill, Henry Kingi, Lisa Guerrero, Biff Yeager, Felix Silla, Debbie Lee Carrington",/wiki/Batman_Returns
39,1992,Q2,A Private Matter,HBO Pictures,"Joan Micklin Silver (director); William Nicholson (screenplay); Sissy Spacek, Aidan Quinn, Estelle Parsons, Sheila McCarthy, Leon Russom, Xander Berkeley, Richard Venture, Jeff Perry, Susie Duff, Lance Edwards, Taylor Fry, Steven Gilborn, Jessica Griffis, Nicole Griffis, Carla Gugino, Michael Halpin, Ken Jenkins, Ben Lemon, John Lordan, Allison Mack, W.H. Macy, Trever O'Brien, Jessica Seely, James Quill Smith, Noley Thornton, William Utay",/wiki/A_Private_Matter
40,1992,Q2,Pinocchio (re-release),Walt Disney Pictures,"Ben Sharpsteen, Hamilton Luske, Bill Roberts, Norman Ferguson, Jack Kinney, Wilfred Jackson, T. Hee (directors); Ted Sears, Otto Englander, Webb Smith, William Cottrell, Joseph Sabo, Erdman Penner, Aurelius Battaglia (screenplay); Cliff Edwards, Dickie Jones, Christian Rub, Mel Blanc, Walter Catlett, Charles Judels, Evelyn Venable, Frankie Darro, Stuart Buchanan, Marion Darlington, Thurl Ravenscroft",/wiki/Pinocchio_(1940_film)
41,1992,Q2,Unlawful Entry,20th Century Fox / Largo Entertainment,"Jonathan Kaplan (director); George Putnam, John Katchmer, Lewis Colick (screenplay); Kurt Russell, Ray Liotta, Madeleine Stowe, Roger E. Mosley, Ken Lerner, Deborah Offner, Carmen Argenziano, Andy Romano, Johnny Ray McGhee, Dino Anello, Sonny Carl Davis, Harry Northup, Sherrie Rose, Myim Rose, Tony Longo, Lynn Eastman, Dick Miller, Bob Minor, Djimon Hounsou, Richard Narita, Victor Brandt, Bobby Costanzo",/wiki/Unlawful_Entry_(film)
0,1992,Q3,Boomerang,Paramount Pictures / Imagine Entertainment,"Reginald Hudlin (director); Barry W. Blaustein, David Sheffield (screenplay); Eddie Murphy, Robin Givens, Halle Berry, David Alan Grier, Grace Jones, Martin Lawrence, Geoffrey Holder, Eartha Kitt, Chris Rock, Tisha Campbell, Lela Rochon, John Witherspoon, John Canada Terrell, Leonard Jackson, Tom Mardirosian, Reginald Hudlin, Warrington Hudlin, Kenny Blank, Daryl 'Chill' Mitchell, Olga Merediz",/wiki/Boomerang_(1992_film)
1,1992,Q3,A League of Their Own,Columbia Pictures,"Penny Marshall (director); Lowell Ganz, Babaloo Mandel (screenplay); Tom Hanks, Geena Davis, Madonna, Lori Petty, Rosie O'Donnell, Jon Lovitz, David Strathairn, Garry Marshall, Bill Pullman, Anne Ramsay, Megan Cavanagh, Tracy Reiner, Bitty Schram, Renee Coleman, Ann Cusack, Julie Croteau, Janet Jones, Téa Leoni, Don S. Davis, Eddie Jones, Mark Holton, Pauline Brailsford",/wiki/A_League_of_Their_Own
2,1992,Q3,The Best Intentions,The Samuel Goldwyn Company,"Bille August (director); Ingmar Bergman (screenplay); Samuel Fröler, Pernilla August, Max von Sydow, Ghita Nørby, Björn Kjellman, Börje Ahlstedt, Björn Granath, Gunilla Nyroos, Michael Segerström, Eva Gröndahl, Mona Malm, Keve Hjelm, Margaretha Krook, Irma Christenson, Sif Ruud, Lena Endre, Ernst-Hugo Järegård, Hans Alfredson, Anita Björk, Sten Ljunggren",/wiki/The_Best_Intentions
3,1992,Q3,Cool World,Paramount Pictures,"Ralph Bakshi (director); Michael Grais, Mark Victor, Larry Gross (screenplay); Kim Basinger, Gabriel Byrne, Brad Pitt, Michele Abrams, Deirdre O'Connell, Frank Sinatra, Jr., Charlie Adler, Joey Camen, Jenine Jennings, Michael Lally, Maurice LaMarche, Candi Milo, Patrick Pinney, Gregory Snegoff",/wiki/Cool_World
4,1992,Q3,Prelude to a Kiss,20th Century Fox,"Norman René (director); Craig Lucas (screenplay); Alec Baldwin, Meg Ryan, Sydney Walker, Kathy Bates, Ned Beatty, Patty Duke, Stanley Tucci, Debra Monk, Rocky Carroll, Fern Persons, Annie Golden",/wiki/Prelude_to_a_Kiss_(film)
5,1992,Q3,Universal Soldier,TriStar Pictures / Carolco Pictures,"Roland Emmerich (director); Richard Rothstein, Christopher Leitch, Dean Devlin (screenplay); Jean-Claude Van Damme, Dolph Lundgren, Ally Walker, Ed O'Ross, Eric Norris, Leon Rippy, Michael Jai White, Tommy ""Tiny"" Lister Jr., Jerry Orbach, Tico Wells, Robert Trebor, Gene Davis, Drew Snyder, Joanne Baron, Allan Graf, Joseph Malone, Ralf Moller, Rance Howard, Lilyan Chauvin, Ned Bellamy",/wiki/Universal_Soldier_(1992_film)
6,1992,Q3,The Comrades of Summer,HBO Pictures,"Tommy Lee Wallace (director); Robert Rodat (screenplay); Joe Mantegna, Natalya Negoda, Michael Lerner, Mark Rolston, John Fleck, Eric Allan Kramer, Ian Tracey, Jay Brazeau, Dwight Koss, Garry Chalk, Roark Critchlow, Mitchell Davies, Todd Duckworth, Grant Forster, Jano Frandsen, John Gilbert, Doc Harris, Ken Kirzinger, Kim Kondrashoff, Jim Lampley, David Lovgren, David Lewis, Media Maven, Sharlene Martin, Gary Moten, Gerry Bean, Laurie Paton, Roman Podhora, Wren Robertz, Don Thompson, Ken Tremblett, Lloyd T. Williams, Michael Dobson, Vince Murdocco",/wiki/The_Comrades_of_Summer
7,1992,Q3,"Honey, I Blew Up the Kid",Walt Disney Pictures,"Randal Kleiser (director); Garry Goodrow, Thom Eberhardt, Peter Elbling (screenplay); Rick Moranis, Marcia Strassman, Lloyd Bridges, Robert Oliveri, John Shea, Keri Russell, Ron Canada, Amy O'Neill, Daniel and Joshua Shalikar, Michael Milhoan, Gregory Sierra, Leslie Neale, Julia Sweeney, Linda Carlson, John Paragon, Ken Tobey, Bill Moseley, Edward S. Feldman","/wiki/Honey,_I_Blew_Up_the_Kid"
8,1992,Q3,Man Trouble,20th Century Fox,"Bob Rafelson (director); Carole Eastman (screenplay); Jack Nicholson, Ellen Barkin, Harry Dean Stanton, Beverly D'Angelo, Michael McKean, Saul Rubinek, Paul Mazursky, Lauren Tom, Viveka Davis, Veronica Cartwright, David Clennon, John Kapelos, Gary Graham",/wiki/Man_Trouble
9,1992,Q3,A Stranger Among Us,Hollywood Pictures,"Sidney Lumet (director); Robert J. Avrech (screenplay); Melanie Griffith, Eric Thal, Mia Sara, Tracy Pollan, Lee Richardson, John Pankow, Jamey Sheridan, James Gandolfini, Chris Latta, Jake Weber, David Margulies, Rena Sofer",/wiki/A_Stranger_Among_Us
10,1992,Q3,Mistress,Rainbow Releasing,"Barry Primus (director); Barry Primus, J. F. Lawton (screenplay); Robert Wuhl, Martin Landau, Jace Alexander, Danny Aiello, Robert De Niro, Laurie Metcalf, Christopher Walken, Eli Wallach, Sheryl Lee Ralph, Jean Smart, Tuesday Knight",/wiki/Mistress_(1992_film)
11,1992,Q3,Mo' Money,Columbia Pictures,"Peter Macdonald (director); Damon Wayans (screenplay); Damon Wayans, Stacey Dash, Joe Santos, John Diehl, Harry J. Lennix, Marlon Wayans, Mark Beltzman, Quincy Wong, Kevin Casey, Larry Brandenburg, Art Garfield, Alma Yvonne, Richard E. Butler, Matt Doherty, Evan Lionel Smith, James Deuter, Rondi Reed, Gordon McClure, Richard Hamilton, Salli Richardson, Pete Gardner, Lorenzo Clemons, Bill Harris, Robert Swan, Victor Cole, Michael Bacarella, Jackie Hoffman, Bernie Mac, Irma P. Hall",/wiki/Mo%27_Money
12,1992,Q3,Mom and Dad Save the World,Warner Bros. Pictures,"Greg Beeman (director); Chris Matheson, Ed Solomon (screenplay); Teri Garr, Jeffrey Jones, Jon Lovitz, Thalmus Rasulala, Wallace Shawn, Eric Idle, Dwier Brown, Kathy Ireland, Suzanne Ventulett, Michael Stoyanov, Danny Cooksey, Laurie Main, Jeff Doucette, Jonathan Stark, Dan Stanton, Don Stanton, Brent Hinkley, Ed Solomon, Chris Matheson, Tony Cox, Ed Gale, Debbie Lee Carrington, Jack Angel, Joe Zimmerman",/wiki/Mom_and_Dad_Save_the_World
13,1992,Q3,Bébé's Kids,Paramount Pictures,"Bruce W. Smith (director); Reginald Hudlin (screenplay); Faizon Love, Vanessa Bell Calloway, Wayne Collins, Jr., Jonell Green, Marques Houston, Tone Lōc, Myra J., Nell Carter, Robin Harris, John Witherspoon, Chino 'Fats' Williams, Rodney Winfield, George Wallace, Brad Sanders, Reynaldo Rey, BeBe Drake-Massey, Jack Lynch, Phillip Glasser, Louie Anderson, Tom Everett, Kerrigan Mahan, Susan Silo, Peter Renaday, Rich Little, David Robert Cobb, Barry Diamond, Stanley B. Clay, Michelle Davison, Judi M. Durand, Greg Finley, Maui France, Jaquita Green, Jamie Gunderson, J.D. Hall, Doris Hess, Barbara Iley, Daamen Krall, John La Fayette, Tina Lifford, Josh Lindsay, Arvie Lowe Jr., DeVaughn Nixon, David Randolph, Noreen Reardon, Gary Schwartz, Cheryl Tyre Smith",/wiki/B%C3%A9b%C3%A9%27s_Kids
